index,preprocessedText
52,onitor evalu learn a key part project polici design implement govern civil societi organis busi student gain skill knowledg enabl address question follow how know a sustain initi work whether work not do you organis learn the experi In subject student draw their understand studi differ disciplin humanist biophys think kind indic best enabl evalu progress toward meet sustain object indic use sustain be diver a water qualiti stakehold satisfact social equiti fuel use intens health statist student analys what kind data method best suit evalu progress toward sustain object and how evalu best feed back the polici project cycl to ensur effect organis learn
53,
54,
55,final sustain environ core subject support student self sourc short placement 75 100 hour an extern organis form basi major project student receiv academ guidanc administr support sourc work placement As student prepar workplac learn reflect major project are support workshop onlin interact learn modul the task secur a placement help student onli gain knowledg insight sustain environ organis strengthen their profession network skill also develop profession languag practic capabl includ interview workplac commun task manag
56,anguag cultur capston project L C CP involv reflect research base ass languag cultur issu contemporari societi thi subject design enabl student studi languag than english cultur than addit australia is guid principl reflect inquiri base learn student build upon prior studi devi conduct major mix method research project an academ supervisor It foster student capac critic reflect in particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
57,ow our societi made sustain what sustain mean thi subject provid foundat engag concept sustain the subject unpack variou mean a rang associ practic attempt address challeng relat environ health educ economi social inequ around race gender student ground concept differ set scale global sustain develop goal sustain plan citi region corpor sustain busi actor across field the subject highlight the complex process bring togeth differ aspect sustain environment social econom cultur polit how the differ prioriti interact come conflict creat synergi student wrestl thi key practic puzzl rais the concept analys it appli differ context with result
58,
59,subject provid introduct the core concept debat the interdisciplinari field intercultur commun It design help prepar student the interperson dynam natur work increasingli globalis workplac multin environ use problem base approach student learn critic examin numer framework theori interpret intercultur encount praxi base scenario the applic specif strategi approach intercultur commun also examin their relev industri commun in societi broadli
60,subject introduc student main concept topic histor pivot point the develop globalis understood constitut cultur econom polit process the main concept introduc world system theori perspect postcoloni studi some the key topic histor pivot point includ empir the develop the nation state system mercantil the industri revolut fordism student develop core skill academ literaci the human social scienc
61,inc late twentieth centuri process globalis chang mode govern among nation state the intensif inform flow given rise new network action polici multipl scale commun non govern organis citi citi region supra nation region organis addit increas number intern multilater institut In process new relationship form state multilater institut intern organis world global citi becom place lead polici innov mani commun forg local action grappl global pressur influenc thi subject dedic make sen these complex realiti transnat interrel multi scale govern We work interdisciplinari approach examin distinct integr govern regim multipl countri seek remedi press global issu especi climat chang water resourc migrat econom inequ particular attent given the citi scale relationship state led and privat program relat citizen led initi
62,subject call student explor cultur process form implic globalis It proce establish cultur it global context understand question aris meet cultur thank process globalis given rise import theoret debat movement postcoloni southern theori orient well a manifest globalis cultur rang the notion a lingua franca evolv linguist form chang diet mani part the world student work extens case studi par the way localis cultur includ indigen cultur be both enrich threaten process globalis reflect the role global institut and organis in these process
63,subject provid student a framework analys dynam diver sector world economi includ agricultur mine manufactur new industri especi high technolog creativ sector urban servic economi through global trade connect world citi network the rise the transnat corpor the subject focus understand local global dynam well impact peopl place region focu the asia region the place australia the asia pacif provid context student research transnat case studi discov econom strategi growth innov well region rise declin the subject philosophi seek respons understand global econom relationship cultur context econom activ order reveal the natur econom dispar uneven econom develop
64,subject call student explor cultur process form implic globalis It proce establish cultur it global context understand question aris meet cultur thank process globalis given rise import theoret debat movement postcoloni southern theori orient well a manifest globalis cultur rang the notion a lingua franca evolv linguist form chang diet mani part the world student work extens case studi par the way localis cultur includ indigen cultur be both enrich threaten process globalis reflect the role global institut and organis in these process
65,ontemporari global economi provid student a framework analys dynam diver sector world economi includ agricultur mine manufactur new industri especi high technolog creativ sector urban servic economi through global trade connect world citi network the rise the transnat corpor the subject focus understand local global dynam well impact peopl place region focu asia the place australia the asia pacif provid context student research transnat case studi discov econom strategi growth innov well region rise declin the subject philosophi seek respons understand global econom relationship cultur context econom activ order reveal the natur econom dispar uneven econom develop
66,subject introduc student main concept topic histor pivot point the develop globalis understood constitut cultur econom polit process the main concept introduc world system theori perspect postcoloni studi some the key topic histor pivot point includ empir the develop the nation state system mercantil the industri revolut fordism student develop core skill academ literaci the human social scienc
67,n subject student tackl real world global problem through campu field trip class seminar workshop engag commun industri student examin global issu how manifest are address local context the subject look differ theori social chang appli sector approach address process consequ globalis utilis knowledg the diver major propos innov solut skill develop includ combin knowledg global studi knowledg the major undertak primari research fieldwork engag profession extern organis sensit local commun independ collabor research global phenomenon oral visual written present print digit
68,subject allow student undertak substanti work placement an organis global connect disciplin employ area relat their global studi major student independ research global aspect work the organis which are place skill develop includ research global phenomenon they manifest in profession practic build research inform argument reflect critic practic work organis commun learn onlin present research find use experienti learn theori inform critiqu
69,inc late twentieth centuri process globalis chang mode govern among nation state the intensif inform flow given rise new network action polici multipl scale commun non govern organis citi citi region supra nation region organis addit increas number intern multilater institut especi expand offic role unit nation In the process new relationship form state multilater institut intern organis world global citi becom place lead polici innov mani commun forg local action grappl global pressur influenc thi subject dedic make sen these complex realiti transnat interrel multi scale govern student work interdisciplinari approach examin distinct integr govern regim multipl countri seek remedi press global issu especi climat chang water resourc migrat econom inequ particular attent given the citi scale relationship state led and privat program relat citizen led initi
70,subject provid introduct the core concept debat the interdisciplinari field intercultur commun It design help prepar student the interperson dynam natur work increasingli globalis workplac multin environ use problem base approach student learn critic examin numer framework theori interpret intercultur encount praxi base scenario the applic specif strategi approach intercultur commun also examin their relev industri commun in societi broadli
71,n subject student learn key terminolog concept environment risk ass distinct human health ecolog risk ass their connect fundament risk ass methodolog develop qualiti guidelin environment medium e soil water sediment upon complet thi subject student abl ass evid evalu potenti risk harm understand realiti appli risk ass real life exampl contamin site have firm understand the ongo relev risk ass protect site worker the environ human commun
72,subject explor australian regulatori framework contamin site manag appli real world situat student learn advanc skill knowledg focus australian guidelin regul develop trend site ass overview contamin to conduct site ass respons avoid legal pitfal plu overview remedi manag techniqu technolog addit student engag what expect the role respons career path the variou group profession work contamin site manag includ site auditor consult local govern offic regul
73,ater an essenti element our live give life all live creatur earth the import ensur thi water sound qualiti extrem import particularli that water intend human use best practic water qualiti test provid valuabl data condit a particular bodi water whether may requir intervent understand the health of a waterbodi also critic enabl manag creat maintain appropri water manag plan the futur thi subject teach field skill conceptu knowledg focus the follow topic water qualiti guidelin industri monitor water qualiti cyanobacteria metal other toxic ecotoxicolog bioindic issu relat reservoir manag water qualiti issu associ mine other human develop the field base learn complet a block mode activ complement onlin learn the core content
74,onduct veget survey identifi plant speci essenti skill requir mani career environment scienc inform the ecolog structur plant speci composit veget assemblag obtain care plan conduct survey reli upon govern agenc privat consult scientist commun group well landown manag thi inform be use rang purpos includ environment impact ass conserv wilder ass site plan fire weed control coastal manag reveget program thi subject explor three key area knowledg practic across three modul 1 australian veget it classif 2 veget survey method 3 plant speci identif best practic method data collect interpret a key focu the unit onlin learn complement a field base train day conduct a veget survey that student becom highli skill confid perform veget survey identifi australian plant speci
75,oastlin world face complex interconnect environment problem includ eros environment sensit area overfish pressur speci loss the worsen impact climat chang over 40 the world popul live within 100 kilometr coastlin it import environment scientist a solid understand these vulner region thi subject explor the impact anthropogen forc our coast shallow sea innov solut these challeng e g technolog social econom polit topic includ direct habitat restor threaten speci artifici reef sustain seafood highlight research partnership via industri govern global engo citizen scienc initi student connect key expert across sector build industri valu scientif skill collabor onlin learn complement in person practic train
76,
77,further inform contact haymarket student centr
78,further inform contact haymarket student centr
79,further inform contact haymarket student centr
80,further inform contact haymarket student centr
81,subject aim provid strong legal ethic underpin advanc practic alongsid explicit skill build the develop propos advanc practic nurs practition posit the health system student engag an activ workshop style process directli develop skill capabl essenti the develop safe ethic sustain advanc practic posit servic model
82,afe ration medicin manag prescrib requir understand process contribut medicin use well acquir essenti skill attitud requir good prescrib thi subject focus the skill knowledg attitud valu abil underpin compet capabl medicin manag prescrib non prescrib the principl aim goal the nation medicin polici nation strategi qualiti use medicin explor discus student the opportun reflect analys these principl influenc practic accord australian health practition regul agenc ahpra standard practic use clinic decis make framework student appli the principl the world health organis guid good prescrib learn select differ medicin the basi compar efficaci safeti cost suitabl order to prescrib a defin scope practic
83,subject facilit effect learn contract student appoint supervisor thi learn contract form basi student framework studi they plan undertak the health research dissert
84,subject facilit effect learn contract student appoint supervisor thi learn contract form basi student framework studi they plan undertak the health research dissert
85,subject descript contact ut health
86,subject descript contact ut health
87,capston subject develop student profession readi employ student work real world challeng set evalu industri partner one more field employ criminolog graduat student work independ a part team understand solv a complex problem use approach model industri norm
88,tudent thi subject develop the analyt practic skill need engag critic polici make process navig polici local nation intern context enquiri base approach allow student consid number differ polici area crime environ equiti educ have signific intern dimens develop skill facilit influenc inform decis make student appli theori real world debat polici
89,n subject student engag contemporari emerg issu criminolog secur justic a symposium profession learn model they consid variou aspect crimin justic system australia intern along the broader socio polit context which the system oper specif topic drawn current trend may includ hate crime extrem represent crime the medium intersect public health crime student advanc skill report emerg phenomenon influenc chang profession context respons emerg concern
90,n subject student learn locat make sen inform gener new inform both qualit quantit research they use technolog techniqu collect analys inform to gener new insight social phenomenon learn activ focu method select develop practic skill the conduct ethic research
91,tudent thi subject learn reflect critiqu histor contemporari relationship australian first nation peopl the australian legal system student focu learn variou aspect perspect crime prevent polic victim offend both convent and altern model justic they examin are often complex relationship variou perspect and build profession skill indigen cultur safeti
92,n subject student develop understand how differ method count crime lead differ social polici cultur outcom student learn practic skill data analysi interpret present use real crime statist data set develop essenti compet evalu data literaci student learn connect data the real world phenomenon repres grappl the implic how data use the context crime criminolog
93,subject introduc student essenti concept central issu theoret foundat field criminolog the subject focus defin crime explain crime commit societi respond crime includ the role polic prison commun correct well the chang natur crime time differ social context through case studi student develop foundat skill and knowledg necessari work in the contemporari criminolog sector field
94,
95,subject design equip student independ creativ ethic research develop the critic analyt methodolog skill requir complet the plan propos stage a small scale piec origin research within intern context It introduc student qualit quantit social scienc human research data gather method field work archiv appropri intern studi research
96,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
97,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
98,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
99,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
100,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
101,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
102,ut global exchang program administ ut intern offer student option complet part studi anoth countri receiv credit toward their degre ut student the intern studi global studi degre may the opportun undertak studi an exchang partner univers the subject studi the exchang partner univers have relev a student cours studi be taught ass an accept format further inform avail global exchang
103,subject for student admit the doctor philosophi the faculti art social scienc
104,subject for student admit the master art research the faculti art social scienc
105,
106,
107,subject provid student theoret practic expertis need field intercultur commun order function the global work environ It introduc student key debat intercultur theori commun help student analys develop strategi function intercultur situat organis give student the opportun appli learn contemporari real world instanc intercultur commun
108,subject provid student theoret practic expertis need field intercultur commun order function the global work environ It introduc student key debat intercultur theori commun help student analys develop strategi function intercultur situat organis give student the opportun appli learn contemporari real world instanc intercultur commun
109,subject provid student opportun develop intercultur awar profession skill complet an intens internship virtual placement practicum entrepreneurship placement an intern organis It offer juli summer session howev the specif internship avail may vari student particip class ut the start program after support their learn experi
110,subject provid student opportun develop intercultur awar profession skill complet an intens internship virtual placement practicum entrepreneurship placement an intern organis It offer juli summer session howev the specif internship avail may vari student particip class ut the start program after support their learn experi
111,n countri studi fieldwork project ic FP 2 second part the capston the colombia major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
112,n countri studi fieldwork project ic FP 2 the final part the capston the bachelor art intern studi It entail languag learn reflect research ass aspect the chosen cultur societi thi subject guid the principl inquiri base learn self relianc
113,n countri studi fieldwork project ic FP 2 second part the capston the colombia major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
114,n countri studi fieldwork project ic FP 2 second part the capston the canada major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
115,n countri studi fieldwork project ic FP 2 second part the capston the argentina major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
116,n countri studi fieldwork project ic FP 2 second part the capston the colombia major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
117,n countri studi fieldwork project ic FP 2 second part the capston the chile major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
118,n countri studi fieldwork project ic FP 2 second part the capston the switzerland major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
119,n countri studi fieldwork project ic FP 2 second part the capston the spain major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
120,n countri studi fieldwork project ic FP 2 second part the capston the itali major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
121,n countri studi fieldwork project ic FP 2 second part the capston the germani major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
122,n countri studi fieldwork project ic FP 2 second part the capston the franc major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
123,n countri studi fieldwork project ic FP 2 second part the capston the japan major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
124,subject second part the capston the latino america major the BA intern studi involv two session studi oversea ut partner institut In countri studi design enabl student experi live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
125,n countri studi fieldwork project ic FP 2 second part the capston the china major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
126,
127,
128,subject provid student have intermedi advanc profici italian introduct visual artist cultur italian italophon context It correspond level B1 the common european framework refer languag cefr student guid understand interpret discus written oral form italian seri art work relat to broad socio cultur context thi subject consid varieti genr includ transnat transcultur discours cultur product itali beyond student take an activ part in collabor learn activ to practis consolid languag skill
129,subject provid student have intermedi advanc profici italian introduct italophon literatur It correspond level B1 the common european framework refer languag cefr student guid understand interpret discus written oral form seri literari text italian relat to broad socio cultur context thi subject consid varieti genr includ transnat discours text texual italian cover work switzerland well postcoloni literatur italian student take an activ part collabor learn activ to practis consolid languag skill
130,subject provid student have intermedi advanc profici italian introduct italian popular cultur It correspond level B1 the common european framework refer languag cerf student guid understand interpret discus written oral form cultur product italian italophon context thi subject consid varieti genr sourc medium includ pop music comic student take an activ part collabor learn activ practis consolid languag skill
131,subject provid student have intermedi advanc profici italian introduct migratori dynam relat the italian context It correspond level B1 the common european framework refer languag cefr student guid understand interpret discus written oral form italian seri authent cultur product materi relat italian migratori trajectori relat broad socio cultur context thi subject consid varieti genr includ transnat transcultur discours migrat to itali beyond student take an activ part collabor learn activ to practis and consolid languag skill
132,subject build read listen speak write skill acquir 97803 italian languag cultur 3 equival It correspond level B1 independ user the common european framework refer cefr languag the subject also facilit understand engag the sociocultur context which the italian languag use student develop intercultur understand engag recognis explor interpret move the languag practic two more cultur student take activ part collabor learn activ practic and consolid languag skill
133,subject build read listen speak write skill acquir 97802 italian languag cultur 2 equival It correspond level A2 B1 basic independ user the common european framework refer cefr languag the subject also facilit understand engag the sociocultur context which the italian languag use student develop intercultur understand engag recognis explor interpret move the languag practic two more cultur student take activ part collabor learn activ practic and consolid languag skill
134,subject build read listen speak write skill acquir 97801 italian languag cultur 1 equival It correspond level A1 A2 basic user the common european framework refer cefr languag the subject also facilit understand engag the sociocultur context which the italian languag use student develop intercultur understand engag recognis explor interpret move the languag practic two more cultur student take activ part collabor learn activ practic and consolid languag skill
135,subject design provid student have prior knowledg italian languag basic read listen speak write skill It correspond level A1 basic user the common european framework refer cefr languag the subject also facilit understand engag the sociocultur context which the italian languag use student develop intercultur understand engag recognis explor interpret move the languag practic two more cultur student take activ part collabor learn activ practic and consolid languag skill
136,subject provid student opportun enhanc commun skill anoth languag develop intercultur awar knowledg anoth societi complet an intens cours studi an intern ut partner organis It offer juli summer session howev the specif program languag avail may vari program cater a rang level languag profici beginn intermedi student particip class ut the start program after support their learn experi
137,subject provid student opportun develop intercultur awar knowledg other societi complet an intens cours studi an intern ut partner organis It offer juli summer session howev the specif program avail may vari student particip class ut the start program after support their learn experi
138,n countri studi fieldwork project ic FP 2 second part the capston the colombia major the bachelor art intern studi involv two session In countri studi ic ut partner institut reflect research ass the host societi thi subject design enabl student live studi anoth countri is guid the principl cultur immers reflect inquiri base learn self relianc It foster student a capac critic reflect particular the abil identifi question one cultur assumpt valu belief thu acknowledg empathis the perspect peopl other cultur
