index,preprocessedText
42,appli demonstr expertis chine medicin classic contemporari theori research clinic health practic support patient health wellb 1 1 appli demonstr integr applic profession health care knowledg clinic skill safe ethic practis chine medicin 3 1 synthesis navig relat busi legal social ethic landscap practic differ context appli principl qualiti assur risk manag maintain improv profession safeti 3 3 appli demonstr abil make clinic judgement decis base avail evid practic 4 1
43,appli demonstr expertis chine medicin classic contemporari theori research clinic health practic support patient health wellb 1 1 analys contextu knowledg clinic practic includ integr biomed chine medic understand pharmacolog human physiolog pathophysiolog differenti diagnosi inform health manag strategi well treatment construct deliveri 1 2 appli develop effect problem focus ass skill differenti diseas pattern appli clinic reason make diagnost therapeut judgement 2 1 appli demonstr integr applic profession health care knowledg clinic skill safe ethic practis chine medicin 3 1 appli demonstr high level write read speak english an abil engag construct convers health stakehold includ commun health disciplin polici maker 5 1 analys integr inform patient commun other health disciplin support patient care model qualiti health care practic 5 2
44,appli demonstr expertis chine medicin classic contemporari theori research clinic health practic support patient health wellb 1 1 analys contextu knowledg clinic practic includ integr biomed chine medic understand pharmacolog human physiolog pathophysiolog differenti diagnosi inform health manag strategi well treatment construct deliveri 1 2 synthesis integr inform data inform health care deliveri monitor outcom support patient commun 1 3 appli develop effect problem focus ass skill differenti diseas pattern appli clinic reason make diagnost therapeut judgement 2 1 appli demonstr integr applic profession health care knowledg clinic skill safe ethic practis chine medicin 3 1 appli demonstr the abil make clinic judgement decis base avail evid practic 4 1
45,
46,
47,
48,
49,analys contextu knowledg clinic practic includ integr biomed chine medic understand pharmacolog human physiolog pathophysiolog differenti diagnosi inform health manag strategi well treatment construct deliveri 1 2 synthesis integr inform data inform health care deliveri monitor outcom support patient commun 1 3 appli develop effect problem focus ass skill differenti diseas pattern appli clinic reason make diagnost therapeut judgement 2 1 analys evalu critic ass research clinic trial cultiv inform evid base approach clinic practic 2 2 appli demonstr the integr applic profession health care knowledg clinic skill safe ethic practis chine medicin 3 1 analys investig evalu clinic experi research reflect and enhanc clinic practic 4 2
50,appli demonstr expertis chine medicin classic contemporari theori research clinic health practic support patient health wellb 1 1 appli develop effect problem focus ass skill differenti diseas pattern appli clinic reason make diagnost therapeut judgement 2 1 appli demonstr integr applic profession health care knowledg clinic skill safe ethic practis chine medicin 3 1 appli demonstr abil make clinic judgement decis base avail evid practic 4 1 appli demonstr high level write read speak english an abil engag construct convers health stakehold includ commun health disciplin polici maker 5 1
51,
52,employ teamwork independ insight understand operationalis sustain object SE 1 1 evalu ass impact sustain initi SE 1 2 conduct multi disciplinari research sustain issu SE 2 1 employ knowledg local intern context account differenti impact sustain need solut SE 3 1 valu indigen knowledg relev preced understand the human natur coexist australian intern set SE 4 1 commun complex concept clearli and effect a varieti audienc SE 6 1
53,
54,
55,
56,
57,employ teamwork independ insight understand operationalis sustain object SE 1 1 conduct multi disciplinari research sustain issu SE 2 1 employ knowledg local intern context account differenti impact sustain need solut SE 3 1 valu indigen knowledg relev preced understand the human natur coexist australian intern set SE 4 1 commun complex concept clearli and effect a varieti audienc SE 6 1
58,
59,employ effect intercultur strategi oper within profession set LC 1 1 conduct independ research contemporari societi cultur LC 2 1 evalu research find creativ use research method intern intercultur studi LC 2 2 reflect use knowledg contemporari societi engag diver cultur LC 3 1 commun clearli effect written and spoken english LC 6 1
60,contribut effect within team 1 3 solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 reflect upon contextualis indigen peopl situat rel globalis take consider histori coloni institut constraint prejudic 4 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
61,work independ evalu one own perform 1 2 contribut effect within team 1 3 solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
62,contribut effect within team 1 3 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 demonstr awar the process which local cultur nation ident form the role these ident global process 3 2 reflect upon contextualis indigen peopl situat rel globalis take consider histori coloni institut constraint prejudic 4 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
63,contribut effect within team 1 3 solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
64,contribut effect within team 1 3 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 demonstr awar the process which local cultur nation ident form the role these ident global process 3 2 reflect upon contextualis indigen peopl situat rel globalis take consider histori coloni institut constraint prejudic 4 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
65,solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
66,contribut effect within team 1 3 solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 reflect upon contextualis indigen peopl situat rel globalis take consider histori coloni institut constraint prejudic 4 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
67,oper appropri social diver profession context understand complex global phenomenon those context 1 1 contribut effect within team 1 3 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 demonstr awar the process which local cultur nation ident form the role these ident global process 3 2 reflect upon contextualis indigen peopl situat rel globalis take consider histori coloni institut constraint prejudic 4 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
68,work independ evalu one own perform 1 2 contribut effect within team 1 3 solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 demonstr awar the process which local cultur nation ident form the role these ident global process 3 2 act ethic inform an awar connect global local issu 5 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
69,work independ evalu one own perform 1 2 contribut effect within team 1 3 solv complex tran disciplinari problem use research analysi develop creativ or evid base approach 2 1 understand global phenomenon play local situat the reason behind differ perspect globalis 3 1 adopt question approach global aspect one profession person live 5 2 commun collabor effect in a varieti commun scenario context 6 1
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,are reflect critic thinker examin contribut practic polici research achiev clinic excel enhanc health outcom 1 0 are visionari innov respons leader 2 0 are social cultur ethic awar account engag health care consum famili signific other interdisciplinari team commun organis author 3 0 commun effect profession diver dynam situat 4 0 embodi profession qualiti appropri the scope their role 5 0
82,are reflect critic thinker examin contribut practic polici research achiev clinic excel enhanc health outcom 1 0 are visionari innov respons leader 2 0 are social cultur ethic awar account engag health care consum famili signific other interdisciplinari team commun organis author 3 0 commun effect profession diver dynam situat 4 0 embodi profession qualiti appropri the scope their role 5 0
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,demonstr depth knowledg crimin justic system exist emerg threat justic public safeti properti 1 1 appli evalu methodolog technolog practic relev contemporari criminolog polici formul risk analysi stakehold cooper 1 2 employ skill critic analysi problem solv data literaci analys respond crimin justic social polici challeng within organis commun system govern 2 1 analys crime global phenomenon explain differ jurisdict defin respond current emerg trend crime 3 1 examin the impact histor contemporari legal crimin justic polici practic upon indigen peopl commun 4 1 act person ethic integr demonstr social respons demonstr a critic understand the link crimin law crimin process crimin poverti disadvantag justic 5 1 convey complex concept clearli logic effect written oral form a varieti audienc 6 1
94,
95,graduat demonstr applic intern knowledg highli adapt flexibl resourc practition 1 2 graduat abl creativ independ design conduct substanti specialis engag ethic bodi research cultur context societi 2 1 graduat posse advanc level critic problem solv research led analyt skill intern intercultur chang 2 2 graduat capac reflect upon contextualis indigen peopl experi circumst integr the knowledg indigen australian profession situat appropri 4 1 As inform engag ethic intern citizen graduat demonstr cosmopolitan open an awar and commit ethic practic 5 1 graduat posse high level oral and written commun skill english and will abl commun effect at least one other languag 6 1
96,
97,
98,
99,
100,
101,
102,
103,
104,
105,
106,
107,appli bodi practic orient knowledg skill develop implement evalu innov solut real world commun challeng high level person autonomi account 1 1 plan execut substanti bodi research 2 1 critic creativ think reflect public relat advertis organis chang model practic 21st centuri beyond domin model approach 2 2 locat gather organis synthesis inform across diver platform guid masteri contemporari commun issu challeng 2 3 analys the opportun constraint organis commun pose indigen peopl issu learn led diver indigen perspect identifi new way imagin creat commun solut a rang issu public 4 1 graduat abl exercis leadership the develop commun strategi address challeng implement solut issu exclus equiti cultur differ social justic 5 1 graduat abl to persuad engag diver audienc both written oral commun strategi across a rang medium format consider other need view 6 1
108,appli bodi practic orient knowledg skill develop implement evalu innov solut real world commun challeng high level person autonomi account 1 1 plan execut substanti bodi research 2 1 critic creativ think reflect public relat advertis organis chang model practic 21st centuri beyond domin model approach 2 2 locat gather organis synthesis inform across diver platform guid masteri contemporari commun issu challeng 2 3 analys the opportun constraint organis commun pose indigen peopl issu learn led diver indigen perspect identifi new way imagin creat commun solut a rang issu public 4 1 graduat abl exercis leadership the develop commun strategi address challeng implement solut issu exclus equiti cultur differ social justic 5 1 graduat abl to persuad engag diver audienc both written oral commun strategi across a rang medium format consider other need view 6 1
109,
110,
111,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
112,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written spoken english int 6 1
113,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
114,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
115,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
116,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
117,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
118,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
119,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
120,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 commun clearli effect written and spoken english int 6 1
121,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
122,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
123,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
124,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
125,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
126,
127,
128,conduct independ research contemporari societi cultur int 2 1 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
129,conduct independ research contemporari societi cultur int 2 1 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
130,conduct independ research contemporari societi cultur int 2 1 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
131,conduct independ research contemporari societi cultur int 2 1 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
132,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
133,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
134,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
135,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
136,
137,
138,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
139,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
140,
141,
142,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
143,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
144,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
145,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
146,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
147,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
148,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
149,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
150,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
151,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
152,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
153,
154,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
155,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
156,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
157,employ effect cultur strategi oper within profession set australia intern int 1 1 reflect use knowledg contemporari societi engag diver cultur int 2 1 inquir independ contemporari societi cultur int 3 1 develop capac engag current issu to act ethic australian and intern set int 5 1
158,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
159,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
160,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
161,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
162,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
163,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
164,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun clearli effect written and spoken english int 6 1
165,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
166,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
167,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 commun effect everyday or profession purpos an addit languag int 3 2
168,conduct independ research contemporari societi cultur int 2 1 commun effect everyday or profession purpos an addit languag int 3 2
169,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 commun effect everyday or profession purpos an addit languag int 3 2
170,employ effect cultur strategi oper within profession set australia intern int 1 1 conduct independ research contemporari societi cultur int 2 1 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
171,employ effect cultur strategi oper within profession set australia intern int 1 1 commun effect everyday or profession purpos an addit languag int 3 2
172,employ effect cultur strategi oper within profession set australia intern int 1 1 commun effect everyday or profession purpos an addit languag int 3 2
173,employ effect cultur strategi oper within profession set australia intern int 1 1 commun effect everyday or profession purpos an addit languag int 3 2
174,employ effect cultur strategi oper within profession set australia intern int 1 1 commun effect everyday or profession purpos an addit languag int 3 2
175,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 valu indigen knowledg sovereignti australian intern set int 4 1 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
176,
177,
178,conduct independ research contemporari societi cultur int 2 1 evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 develop capac engag current issu to act ethic australian intern set int 5 1 commun clearli effect written and spoken english int 6 1
179,evalu research find creativ use research method intern studi int 2 2 reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday or profession purpos an addit languag int 3 2 develop capac engag current issu to act ethic australian and intern set int 5 1
180,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
181,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
182,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
183,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
184,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
185,reflect use knowledg contemporari societi engag diver cultur int 3 1 commun effect everyday and or profession purpos an addit languag int 3 2
186,conduct independ research contemporari societi cultur int 2 1 commun effect everyday or profession purpos an addit languag int 3 2
187,conduct independ research contemporari societi cultur int 2 1 commun effect everyday or profession purpos an addit languag int 3 2
188,evalu research find creativ use research method intern studi int 2 2 commun effect everyday or profession purpos an addit languag int 3 2
189,evalu research find creativ use research method intern studi int 2 2 commun effect everyday or profession purpos an addit languag int 3 2
